marital_status,daytime_attendance,previous_qualification,previous_qualification_grade,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_update,gender,scholarship_holder,age,international,sem_one_grade,sem_two_grade,target
1,1,39,120,19,1,9,3,120,1,0,0,1,1,0,23,0,12.2,12.14285714,Dropout
1,1,1,126,38,38,9,8,129.9,1,0,0,1,1,1,19,0,13.66666667,13.2,Graduate
1,1,1,149,3,2,2,5,151.1,1,0,0,1,1,0,19,0,0,0,Graduate
1,1,1,110,19,37,9,6,120,0,0,1,0,1,0,31,0,11,0,Dropout
1,1,1,133.1,37,37,4,7,130,0,0,1,0,1,0,32,0,13,11.42857143,Dropout
1,1,1,127,2,38,4,9,119,1,0,0,1,0,1,19,0,12.6,12.6,Graduate
1,1,6,120,34,34,0,0,122,1,0,0,1,0,0,34,0,12.2,12.33333333,Graduate
1,1,1,136,38,14,0,0,129.7,1,0,0,1,0,0,21,0,13.16666667,13,Graduate
1,1,1,110,37,37,9,7,112.5,1,0,0,1,0,1,53,0,11,11,Graduate
1,1,1,136,19,19,4,7,136,0,0,0,1,0,1,19,0,14.01428571,15.35,Graduate
1,1,1,145,38,38,9,5,133.1,0,0,0,1,0,1,20,0,13,11.25,Graduate
1,1,1,159,1,19,9,9,151.3,1,0,0,1,0,0,18,0,14,14.66666667,Graduate
1,1,1,147,37,38,175,193,133.3,0,0,0,0,0,0,32,0,0,0,Dropout
1,1,1,150,37,37,9,9,130.8,1,0,0,1,0,1,21,0,14.42857143,14.42857143,Graduate
1,0,3,140,37,12,9,4,140,0,0,0,0,0,0,26,0,0,0,Dropout
1,1,39,150,1,1,4,7,150,1,0,0,1,0,0,26,0,11.83333333,12.46153846,Graduate
2,0,39,130,1,37,4,9,130,0,0,0,0,0,0,21,0,11.33333333,13,Dropout
1,1,1,120,37,37,5,5,125.3,0,0,0,1,0,0,18,0,12.5,13,Graduate
1,1,39,130,19,37,5,9,124,1,0,0,1,0,1,21,0,13.33333333,12.54545455,Graduate
1,1,1,112,38,19,9,5,113.8,1,0,0,1,0,0,21,0,10.83333333,11,Enrolled
1,1,1,128,19,19,7,7,124.4,0,0,0,1,0,1,19,0,13,14,Graduate
1,1,1,114,19,19,9,7,107.7,0,0,0,1,0,0,19,0,10,14,Dropout
1,1,1,118,38,38,5,5,110,0,0,0,1,0,1,19,0,11.42857143,11.2,Graduate
1,1,3,130,37,38,7,7,130,1,0,0,1,0,0,27,0,12.8875,12.8875,Graduate
1,1,1,145,37,1,9,4,138.8,1,0,0,1,0,1,18,0,12.95,12.95,Graduate
1,1,1,121,19,19,9,9,126.3,1,0,0,1,0,0,20,0,10,0,Dropout
1,1,1,114,1,1,5,5,114.5,1,0,0,1,0,1,19,0,13.09428571,12.55,Graduate
1,1,1,127,1,1,7,7,116.5,1,0,0,1,0,0,20,0,0,0,Dropout
1,1,1,145,19,38,7,6,128.6,1,0,0,1,0,1,19,0,11.71428571,11,Graduate
1,1,1,130,19,1,5,5,130,1,0,0,1,0,0,20,0,11.25,10,Enrolled
1,1,1,150,38,19,7,10,134.6,0,0,0,1,0,0,20,0,0,0,Dropout
1,1,1,145,37,37,9,5,146.8,0,0,0,1,0,0,18,0,13.16666667,13.33333333,Graduate
1,1,1,128,19,1,5,4,135.7,1,0,0,1,0,0,20,0,12.75,13.4,Graduate
2,0,1,140,37,37,9,9,120,0,0,0,0,0,0,38,0,10.6,11,Dropout
4,0,1,130,37,37,9,7,138,0,0,0,1,0,0,42,0,11.2,12,Graduate
1,1,1,140,37,37,9,6,135.5,0,0,0,1,0,0,32,0,0,0,Dropout
1,1,1,120,19,19,4,5,120,1,0,0,1,0,0,22,1,13,13.66666667,Graduate
2,0,1,147,34,34,90,90,111.7,1,0,0,1,0,0,28,0,0,0,Dropout
2,0,9,133.1,37,37,8,10,100,1,0,0,1,0,0,37,0,0,0,Dropout
2,1,39,160,37,38,9,4,160,0,0,0,1,0,0,43,0,14.16666667,15,Graduate
6,0,1,133.1,37,1,9,7,114.8,0,0,0,1,0,1,41,0,12.83333333,12.33333333,Graduate
4,0,19,140,37,37,9,3,131,0,0,0,1,0,1,29,0,11.75,10.4,Graduate
1,0,1,133.1,37,37,9,9,97,0,0,0,1,0,1,35,0,10.83333333,11.5,Graduate
1,1,1,131,1,3,4,2,131.7,1,0,0,1,0,0,18,0,11.75,12.25,Dropout
1,1,19,133.1,37,37,9,6,120,0,0,0,0,0,1,39,0,11.5,10.5,Dropout
4,0,1,120,37,37,9,9,110,0,0,0,1,0,0,37,0,10,11.33333333,Enrolled
1,1,1,130,37,37,9,7,133,1,0,0,1,0,1,26,0,13.7,13.7,Graduate
1,1,3,140,19,20,4,90,140,1,0,0,1,0,0,32,0,14,0,Dropout
2,0,1,133.1,37,37,6,8,100,0,0,1,1,0,0,37,0,11.375,12.16666667,Enrolled
1,1,1,140,37,19,191,163,129.3,1,0,1,1,0,0,28,0,0,0,Enrolled
1,1,1,133.1,19,37,0,0,137,1,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,125,37,38,7,7,122.2,1,0,0,1,0,0,18,0,11,12.5,Enrolled
1,1,1,115,19,38,9,9,108,0,0,0,1,0,1,19,0,13,13.28571429,Graduate
2,1,3,110,37,37,7,7,110,0,0,0,1,0,0,32,0,13.6,15.11111111,Graduate
2,1,1,140,37,37,9,9,127.7,1,0,0,1,0,0,31,0,11,11.5,Dropout
1,1,1,100,3,1,2,5,121.3,1,0,0,1,0,0,34,0,11.70571429,11.70571429,Enrolled
1,1,1,145,1,1,3,3,140.1,1,0,0,1,0,0,20,0,13.25,14.33333333,Graduate
1,1,19,133.1,38,38,9,9,114.8,0,0,0,1,0,0,28,0,10.75,10,Dropout
1,0,39,150,37,37,6,6,150,0,0,0,1,0,0,31,0,12,13.42857143,Enrolled
1,1,1,145,19,38,4,10,131.7,1,0,0,1,0,0,18,0,12.66666667,12.25,Enrolled
4,0,19,133.1,37,37,90,7,110,0,0,0,0,0,0,31,0,11.4,11,Dropout
1,1,1,110,19,19,5,5,105.5,1,0,0,1,0,0,19,0,13,12.4,Graduate
1,1,1,128,37,19,9,4,127.3,1,0,0,1,0,1,19,0,14,12.28571429,Graduate
2,1,19,133.1,37,37,9,9,130,1,0,0,1,0,0,31,0,0,0,Enrolled
1,1,3,130,1,19,9,10,130,0,0,0,1,0,0,34,0,0,0,Dropout
1,1,1,137,37,37,9,7,122.7,1,0,0,1,0,1,18,0,15.28571429,16.075,Graduate
1,1,1,123,37,37,7,7,113.9,1,0,0,1,0,0,18,0,13.16666667,12.66666667,Graduate
1,1,1,156,3,19,3,3,151.1,0,0,1,1,1,0,19,0,13.6,12.83333333,Graduate
1,1,1,133.1,3,5,0,2,125.8,1,0,0,0,1,1,22,0,0,0,Dropout
2,1,1,100,34,34,0,0,128.2,0,0,0,1,1,0,32,0,11.4,11.5,Graduate
1,1,1,140,37,3,9,2,135.1,0,0,0,1,1,0,61,0,0,0,Dropout
1,0,1,130,37,37,9,9,120.2,1,0,0,1,1,0,30,0,11,11.6,Graduate
2,0,1,133.1,37,37,9,9,132.8,0,0,1,0,1,0,45,0,0,0,Dropout
1,1,39,140,1,19,4,8,140,0,0,0,1,1,0,20,0,13.57142857,12.66666667,Graduate
1,1,1,137,19,1,1,10,129.3,0,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,120,3,1,2,9,108.2,1,0,0,1,1,0,26,0,11.25,12,Dropout
1,1,1,125,1,1,4,90,125.4,1,0,0,1,1,0,19,0,13.33333333,11,Dropout
1,1,1,130,19,37,9,9,140.2,0,0,0,1,1,1,19,0,12,11.66666667,Graduate
1,1,1,115,38,1,9,4,116.1,1,0,0,1,1,0,19,0,12.5,13,Graduate
1,1,1,150,1,19,5,5,137.8,1,0,0,1,1,1,19,0,13.2,12.66666667,Graduate
1,1,1,134,14,11,0,0,128.4,1,0,0,0,1,0,19,0,0,0,Dropout
1,1,1,120,34,34,0,0,106,1,0,0,0,1,0,28,0,11.66666667,11.5,Dropout
1,1,1,141,37,37,9,9,130.2,0,0,0,1,1,0,24,0,13.46666667,13.64285714,Graduate
1,1,1,133,3,1,2,4,126,0,0,0,1,1,0,18,0,13.66666667,13.2,Graduate
1,1,1,149,38,38,5,5,141,0,0,0,1,1,0,18,0,11.66666667,12.5,Enrolled
1,1,1,121,1,3,3,7,113,1,0,0,1,1,1,18,0,11.66666667,10.2,Graduate
1,1,39,120,4,1,2,8,120,0,0,0,1,1,0,21,0,13.4,12.4,Graduate
2,0,1,148,19,37,9,5,130.9,0,0,0,0,1,0,28,0,0,0,Dropout
1,1,12,133.1,37,19,9,10,120,0,0,0,1,1,0,58,0,0,0,Dropout
2,0,1,135,34,34,0,0,134.1,1,0,0,0,1,0,49,0,0,0,Dropout
1,1,1,150,1,38,3,5,120,0,0,0,1,1,0,24,0,10.66666667,10.5,Enrolled
1,1,1,130,34,34,0,0,114.8,0,0,0,1,1,0,25,0,13.75,14.75,Graduate
4,1,1,133.1,37,38,7,3,123,1,0,0,1,1,0,33,0,10,0,Dropout
2,1,19,133.1,37,37,7,7,118,0,0,0,0,1,0,33,0,0,0,Dropout
2,1,1,110,37,37,7,7,100,0,0,0,1,1,0,40,0,16,15.5,Graduate
2,0,1,170,37,19,9,3,151.1,0,0,0,1,1,0,48,0,12.28571429,11.125,Graduate
1,1,1,120,1,19,9,3,116.9,1,0,1,0,1,0,18,0,12,10.33333333,Enrolled
1,1,19,133.1,38,38,9,8,106,1,0,0,1,1,0,24,0,12.66666667,12.66666667,Graduate
2,1,1,139,19,19,192,144,127.1,0,0,0,1,1,1,23,0,11.8,13.25,Graduate
1,0,19,133.1,19,37,7,5,155.5,1,0,1,0,1,0,39,0,10.6,14.66666667,Dropout
1,1,1,133.1,1,38,9,6,101,0,0,0,1,1,0,21,0,11.9,12.25,Graduate
1,1,6,120,35,35,6,6,128.2,1,0,0,1,1,0,34,0,11.25,10.5,Dropout
2,0,1,100,19,19,4,4,113,0,0,0,1,1,1,41,0,11,11.4,Enrolled
1,1,1,134,1,38,4,5,122.8,0,0,0,1,1,0,18,0,12,12.5,Graduate
2,0,1,130,38,38,9,3,145.6,0,0,0,1,1,0,34,0,11.75,10.83333333,Enrolled
1,1,1,128,1,1,2,10,116.5,0,0,0,1,1,0,19,0,10,16,Dropout
1,1,1,154,19,19,3,3,142,0,0,0,1,1,0,19,0,13.71428571,13.71428571,Graduate
1,1,4,150,1,1,4,6,150,0,0,0,1,1,0,28,0,14.875,15.8,Graduate
1,1,1,134,1,1,5,0,133.3,1,0,0,1,1,0,18,0,10.8,0,Dropout
1,1,1,127,2,2,3,4,115.8,1,0,0,1,1,0,19,0,12,10,Dropout
1,1,1,133.1,19,38,9,1,100,1,0,1,0,1,0,19,0,12.5,13.5,Dropout
1,1,1,130,1,3,9,2,128.6,1,0,0,1,0,0,18,0,14.72857143,16.32727273,Graduate
1,1,1,135,3,3,2,2,137.1,1,0,0,1,0,0,18,0,12,14.8,Graduate
1,1,1,143,1,3,3,3,149,1,0,0,1,0,0,18,0,11.42857143,11,Dropout
1,1,39,150,3,19,4,9,147,1,0,0,1,0,0,19,0,14.16666667,13.5,Graduate
2,1,3,150,37,37,191,192,150,0,0,0,1,0,0,31,0,12.5,14.6,Graduate
1,0,1,130,37,37,9,8,103.5,0,0,0,1,0,1,33,0,14.16666667,14.33333333,Graduate
1,1,1,113,3,1,134,135,107.8,1,0,0,1,0,1,20,0,14.46,13.55,Enrolled
1,1,39,130,19,1,6,4,130,1,0,0,1,0,0,22,1,12.8,11.5,Enrolled
1,1,1,115,1,19,3,3,109.4,1,0,0,1,0,0,19,0,12.66666667,13.4,Graduate
1,1,1,146,34,34,0,0,143.6,1,0,0,1,0,0,18,0,12.5,13,Dropout
1,1,1,132,38,1,5,5,124.3,0,1,0,1,0,0,18,0,0,0,Dropout
1,1,1,116,19,38,9,9,119.5,1,0,0,0,0,0,18,0,0,0,Dropout
1,1,1,163,3,4,2,5,175.6,1,0,0,1,0,0,18,0,0,0,Graduate
1,1,1,122,19,19,7,7,116.1,1,0,0,1,0,1,19,0,11.2,11,Graduate
1,1,1,136,1,3,3,4,126.6,1,0,0,1,0,0,18,0,16.5,17.42857143,Dropout
1,1,1,142,3,19,5,5,130.8,1,0,0,1,0,0,18,0,13.66666667,12,Graduate
1,1,1,139,37,37,9,6,133.5,1,0,0,1,0,1,18,0,15.22857143,15.22857143,Graduate
1,1,42,140,37,37,9,10,136.9,1,0,0,1,0,0,21,0,12.77777778,13.22222222,Graduate
1,1,1,165,19,37,5,5,142.3,0,0,0,1,0,1,18,0,14.42857143,14.42857143,Graduate
1,1,1,122,1,38,3,3,114.3,1,0,0,1,0,0,18,0,13.875,13.71428571,Graduate
1,1,1,135,19,19,9,10,122.9,1,0,0,1,0,0,18,0,13.128,13.19333333,Graduate
1,1,1,128,19,1,4,3,117.2,1,0,0,1,0,0,20,0,11.605,12.4125,Graduate
1,1,1,139,1,38,4,5,152,0,0,0,1,0,1,18,0,14.6,12,Graduate
1,1,1,125,19,1,4,5,122.2,1,0,0,1,0,0,18,0,0,0,Dropout
1,1,1,102,37,38,191,143,101.7,1,0,0,1,0,1,20,0,11.8,11.6,Graduate
1,1,1,116,19,19,9,8,119.9,1,0,0,1,0,0,20,0,12.33333333,12.33333333,Graduate
1,1,1,138,37,1,9,9,123.7,1,0,1,1,0,1,19,0,11,0,Dropout
1,1,1,135,3,1,3,5,121.8,0,0,0,1,0,1,19,0,13.18181818,12.90909091,Graduate
1,1,1,110,19,37,9,99,106.1,1,1,1,0,0,1,18,0,11,0,Dropout
1,1,1,132,1,1,4,9,124.3,1,0,1,1,0,1,19,0,11.83333333,12.28571429,Graduate
1,1,1,126,1,38,4,7,124.3,1,0,0,1,0,1,20,0,12.98125,12.98125,Graduate
1,1,39,117.4,19,1,4,9,117.4,1,0,0,1,0,0,21,0,11.33333333,11.2,Graduate
1,1,1,120,41,3,2,2,112.7,0,0,0,1,0,0,21,0,11.68,11.68,Graduate
1,1,1,116,38,38,9,9,123.7,0,0,0,1,0,0,20,0,14.5,13.5,Graduate
1,1,1,111,38,38,191,171,105.8,1,0,0,1,0,0,19,0,13.14285714,12.85714286,Graduate
1,1,1,128,1,19,4,90,124.2,0,0,0,0,0,0,21,0,11.5,10.5,Dropout
1,1,1,123,30,19,4,90,122.3,0,0,0,1,0,0,18,0,14.2,11.8,Graduate
1,1,1,131,19,37,9,9,123.7,0,0,0,1,0,1,19,0,11.66666667,12.2,Graduate
1,1,1,135,19,19,9,4,129.8,1,0,0,1,0,0,18,0,13.175,14.875,Graduate
1,1,1,136,1,1,9,9,123.8,1,0,0,1,0,1,19,0,13.31428571,13.31428571,Graduate
1,1,1,132,1,19,4,3,126.4,1,0,0,1,0,1,18,0,10.6,10.5,Graduate
1,1,1,120,19,37,5,7,115.1,0,0,0,1,0,1,18,0,12,10.75,Enrolled
1,1,1,144,37,37,8,8,138.4,0,0,0,1,0,0,18,0,13.42857143,14.14285714,Graduate
1,1,1,129,1,37,9,9,118.2,1,0,0,1,0,1,18,0,13.25,15.57142857,Graduate
1,1,1,136,38,19,7,7,121.7,1,0,0,1,0,0,18,0,13,0,Dropout
1,1,1,125,1,38,9,7,118,0,0,0,1,0,1,18,0,14.33333333,14,Enrolled
1,1,1,125,1,38,9,7,119.8,0,0,0,1,0,0,18,0,0,0,Dropout
1,1,1,154,1,3,4,2,164.9,0,0,0,1,0,0,18,0,14,13.16666667,Graduate
1,1,1,100,1,38,4,9,100,1,0,0,1,0,1,20,0,12,12.83333333,Graduate
1,1,1,124,3,1,2,5,121.6,0,0,0,1,0,0,18,0,12.33333333,10.6,Enrolled
1,1,1,126,1,19,4,5,120.4,1,0,0,1,0,0,18,0,11.8,10.4,Graduate
1,1,1,124,37,37,9,7,117.8,0,0,0,1,0,1,20,0,12.79142857,12.79142857,Graduate
4,1,1,150,37,37,9,6,110,0,0,0,1,0,0,40,0,11.625,11.2,Graduate
1,1,1,133,38,38,9,9,128.8,1,0,0,1,0,1,18,0,11.99444444,12.43142857,Graduate
1,1,1,126,19,19,4,7,116.6,1,0,0,1,0,0,19,0,11.6,12.2,Graduate
1,0,40,120,1,19,4,9,120,0,0,0,1,0,0,24,0,0,0,Dropout
1,1,1,175,3,38,2,10,157.5,1,0,0,1,0,0,19,0,13.16666667,13.16666667,Dropout
1,1,1,141,2,1,4,4,136.3,1,0,0,1,0,0,19,0,14.1,14.1,Graduate
1,1,1,133,1,19,9,6,121.5,1,0,0,1,0,1,20,0,12.39666667,12.94285714,Graduate
1,1,1,143,38,38,5,5,133.9,0,0,0,1,0,0,18,0,15.01428571,16.0875,Graduate
1,1,1,141,1,38,4,8,136.8,1,0,0,1,0,1,18,0,0,0,Graduate
1,1,1,134,19,37,4,7,133.5,1,0,0,1,0,0,19,0,14.05,15.1,Graduate
1,1,1,138,3,3,4,5,130,1,0,0,1,0,0,18,0,14.85,15.2,Dropout
1,1,39,140,3,3,2,2,140,1,0,0,1,0,0,19,0,13,13,Graduate
1,1,1,142,37,37,9,7,132.7,1,0,0,1,0,1,19,0,14.7875,15.8625,Graduate
1,1,1,118,19,19,5,7,117.8,0,0,0,1,0,1,19,0,13.7,14.67142857,Graduate
1,1,1,131,1,37,4,4,126.1,1,0,0,1,0,1,19,0,12.49571429,12.24285714,Dropout
1,1,1,130,1,38,1,7,120,0,0,0,1,0,0,19,0,14.56666667,14.56666667,Graduate
1,1,12,133.1,1,19,1,5,100,1,0,1,0,0,0,25,0,11.2,11.25,Dropout
1,1,1,130,19,19,4,10,116.8,0,0,0,1,0,0,20,0,12.68571429,12.68571429,Graduate
1,1,42,130,1,19,5,5,128.3,0,0,1,0,0,0,23,0,13.57142857,13.25,Dropout
1,1,1,133.1,19,19,7,7,117,0,0,0,1,0,0,20,0,0,0,Dropout
1,0,1,130,37,11,9,10,131.5,0,0,0,1,0,0,27,0,11,11.16666667,Graduate
1,1,1,149,19,1,4,4,134.8,0,0,0,1,0,0,18,0,14.445,14.445,Graduate
1,1,1,163,19,1,5,10,146.6,1,0,1,1,0,0,18,0,13.6,11.75,Enrolled
1,0,40,130,19,1,5,10,130,1,0,1,0,0,0,23,0,14,14.625,Dropout
1,1,1,145,38,37,5,6,127.5,1,0,0,1,0,1,19,0,13.41666667,13.41666667,Graduate
1,1,1,130,37,38,3,3,123,0,0,0,1,0,0,18,0,12.33333333,11.4,Graduate
1,1,1,128,1,19,9,8,100,1,0,0,1,0,0,20,0,13.1,14.8125,Graduate
1,1,1,111,19,19,9,9,114.2,1,0,0,1,0,0,18,0,13.2,12.8,Graduate
1,1,1,140,1,1,4,4,123.5,1,0,0,1,0,1,19,0,14.75,14.75,Graduate
1,1,39,140,19,19,8,8,144.3,1,0,0,1,0,1,19,0,13.14285714,14.33333333,Graduate
1,1,1,145,38,37,5,5,142.2,0,0,0,1,0,0,19,0,12.5,12.5,Enrolled
1,1,1,151,3,3,1,90,161.9,0,0,0,1,0,0,18,0,13.75,14.85714286,Graduate
1,1,1,132,37,37,9,5,135.9,0,0,0,1,0,0,18,0,12.4,13,Graduate
1,1,1,116,19,19,4,7,110.1,1,0,0,1,0,0,18,0,13.33333333,12,Graduate
1,1,1,120,19,38,9,9,122.5,0,0,0,0,0,0,28,0,11.72727273,12,Dropout
1,1,1,158,37,37,5,9,138.1,1,0,0,1,0,0,19,0,12.5,14,Dropout
1,1,1,116,3,1,2,3,117.3,1,0,1,1,0,0,20,0,0,0,Dropout
1,1,1,112,1,37,4,9,106.8,1,0,0,1,0,1,19,0,13.53333333,13.61428571,Graduate
1,1,1,126,1,19,4,0,120.1,0,1,0,1,0,1,20,0,13.16666667,12.66666667,Graduate
1,1,1,120,19,19,9,9,116.5,1,0,0,1,0,1,19,0,13.2,11,Graduate
1,1,1,117,5,1,2,10,120,1,0,0,1,0,0,21,0,12.2,12.6,Enrolled
1,1,1,153,1,19,9,4,139.7,1,0,0,1,0,1,19,0,13.42857143,14.85714286,Graduate
1,1,1,124,19,1,9,3,123.7,1,0,0,1,0,1,18,0,12.71428571,12.625,Graduate
1,1,1,127,3,1,2,1,116.5,0,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,126,12,38,9,5,122.2,0,0,0,1,0,1,19,0,13.66666667,13.66666667,Graduate
1,1,1,133.1,38,19,132,103,146,0,0,1,1,0,0,20,0,11,13.16666667,Graduate
1,1,1,114,1,1,4,0,108.8,1,0,0,1,0,0,18,0,11.4,13.33333333,Enrolled
1,1,1,133,19,19,5,7,133,0,0,0,1,0,0,18,0,0,0,Enrolled
1,1,1,130,1,1,4,5,123.8,0,0,0,1,0,0,18,0,12,12,Graduate
1,1,1,127,19,19,5,8,120,0,0,0,1,0,0,18,0,0,0,Dropout
1,1,1,143,37,38,0,7,126.9,1,0,0,1,0,0,18,0,11,11.66666667,Graduate
1,1,1,130,19,19,4,4,121.3,1,0,0,1,0,0,20,0,12,11.57142857,Dropout
1,1,1,136,19,1,9,9,129,1,0,0,1,0,1,19,0,13.30857143,12.55,Graduate
1,1,1,125,37,37,9,9,114.9,1,0,1,0,0,0,21,0,13.66666667,10.66666667,Dropout
1,1,3,110,12,3,5,8,106.5,1,0,1,0,0,0,20,0,0,0,Dropout
1,1,1,130,37,38,9,9,133.9,1,0,0,1,0,0,18,0,12.2,11.25,Graduate
1,1,1,135,1,4,5,3,124.9,0,0,0,1,0,1,20,0,12.66666667,12.83333333,Graduate
1,1,1,133,19,37,1,9,128.5,1,0,0,1,0,1,19,0,14.07125,14.07125,Graduate
1,1,6,122,19,19,9,9,126.2,1,0,0,1,0,0,22,0,14.25,13.2,Dropout
1,1,1,122,19,19,9,9,121.7,1,0,0,0,0,0,22,0,0,0,Dropout
1,1,1,121,38,38,7,5,120,1,0,0,1,0,0,18,0,12,10.25,Enrolled
1,1,1,123,3,19,9,9,113.2,0,0,0,1,0,0,21,0,11.16666667,10.57142857,Enrolled
1,1,1,128,19,19,0,5,120.3,1,0,0,1,0,0,19,0,13,11.6,Graduate
1,1,1,139,37,38,9,9,127.8,1,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,124,34,34,0,0,123.3,1,0,0,1,0,1,20,0,14.90142857,14.90142857,Dropout
1,1,1,135,38,19,8,8,126.3,1,0,1,1,0,1,18,0,12.65,12.44555556,Graduate
1,0,42,110,19,37,5,9,128.2,0,0,0,0,0,0,22,0,11,10.6,Dropout
1,1,1,138,19,36,90,7,134.9,1,0,0,1,0,0,20,0,12.4,12.66666667,Graduate
1,1,39,140,38,38,6,6,140,0,0,0,1,0,0,19,0,12,12.66666667,Graduate
1,1,1,126,1,19,6,7,115.5,1,0,0,1,0,1,19,0,12.13571429,13.32857143,Graduate
1,1,1,113,38,19,9,7,106.7,1,0,0,1,0,1,20,0,12.62,12.5,Enrolled
1,0,1,120,38,38,3,3,140,0,0,0,1,0,0,25,0,10.66666667,11.33333333,Enrolled
1,1,1,145,19,19,9,7,136.6,0,0,0,1,0,1,19,0,13.76666667,14.05142857,Graduate
1,1,1,124,38,37,9,7,119.3,1,0,0,1,0,0,19,0,13.11625,13.11625,Graduate
1,1,1,160,3,38,1,9,152,1,0,0,0,0,0,19,0,0,0,Dropout
1,1,1,138,38,19,9,5,144.3,0,0,0,1,0,0,20,0,12.7,13.57142857,Graduate
1,1,1,130,37,37,9,9,159,1,0,0,1,0,0,25,0,11.85714286,11.7,Enrolled
1,1,1,127,19,38,5,9,129.5,1,0,0,1,0,1,20,0,12.33333333,12.33333333,Graduate
1,1,1,170,38,19,9,9,140,1,0,0,1,0,0,24,0,15.75,16.4,Enrolled
1,1,1,111,1,1,5,5,105.4,0,0,0,1,0,0,20,0,13.33333333,13.2,Graduate
1,1,1,100,1,19,4,8,136,1,0,0,1,0,0,21,0,14.35555556,13.49375,Graduate
1,1,39,160,37,38,9,9,160,0,0,1,1,0,1,19,0,13,13,Graduate
1,1,1,152,38,37,9,9,139.1,0,0,0,1,0,1,19,0,12.83333333,13.5,Graduate
1,1,1,144,37,38,9,9,126.9,0,0,0,1,0,1,21,0,13.2,13,Graduate
1,1,3,133.8,3,37,2,10,184,0,0,0,1,0,0,28,0,17.00555556,16.58222222,Graduate
1,1,1,125,37,38,9,9,125,1,0,1,0,0,1,19,0,10.6,11,Graduate
1,1,1,150,37,37,9,6,138.5,0,0,0,1,0,1,18,0,14,13.6,Graduate
5,1,1,143,37,38,5,8,133.5,1,0,0,1,0,1,18,0,12.11428571,12.11428571,Graduate
1,1,1,145,19,37,7,7,141.5,1,0,0,1,0,1,18,0,13.05875,13.05875,Graduate
1,1,1,120,1,2,9,3,130,1,0,0,1,0,0,22,0,13.28571429,13.28571429,Graduate
1,1,1,138,37,37,194,171,131,1,0,0,1,0,0,19,0,11,10.66666667,Enrolled
1,1,1,145,19,1,9,5,145,0,0,0,1,0,1,18,0,14.07142857,15.1625,Graduate
1,1,1,122,37,37,5,6,114.3,0,0,0,0,0,0,20,0,0,0,Dropout
1,1,39,110,37,37,5,6,108.3,0,0,0,0,0,0,26,0,11.25,11,Dropout
1,1,1,136,37,38,9,9,125.2,1,0,0,1,0,1,18,0,14,13.625,Graduate
1,1,1,145,1,38,4,9,131.7,1,0,0,1,0,1,21,0,12.16666667,11.66666667,Dropout
1,1,1,141,38,37,3,3,126.3,1,0,0,1,0,0,18,0,13.29714286,13.29714286,Graduate
1,1,1,149,19,19,4,6,147.6,1,0,0,1,0,0,20,0,13.92307692,14.25,Graduate
1,1,1,130,38,19,5,6,125.1,1,0,0,1,0,0,18,0,13.37,12.83333333,Graduate
1,1,1,121,19,38,7,9,123.8,0,0,0,1,0,1,19,0,12.4,11,Enrolled
1,1,1,128,1,1,2,2,130.8,1,0,0,1,0,0,20,0,15,13.75,Dropout
1,1,1,152,19,19,9,5,154.1,0,0,1,1,0,1,18,0,13.33333333,12.57142857,Graduate
1,1,1,132,37,37,9,9,122.6,1,0,0,1,0,1,20,0,12,12.625,Enrolled
1,0,1,107,19,11,0,0,103.5,1,0,0,1,0,0,22,0,13.4,12.2,Graduate
1,1,1,131,19,38,4,5,132.8,1,0,0,1,0,0,18,0,0,0,Enrolled
1,0,1,141,19,38,5,7,100,0,0,0,1,0,0,21,0,11.5,11.4,Graduate
1,1,1,120,1,1,9,0,115.8,0,0,0,1,0,0,18,0,12,12.16666667,Enrolled
1,1,1,148,19,19,4,4,133.8,0,0,0,1,0,0,18,0,13.48571429,13.48571429,Graduate
1,1,1,130,12,19,4,5,118.5,0,1,0,1,0,1,18,0,12,11.28571429,Graduate
1,1,1,145,37,37,9,1,150.3,1,0,0,1,0,0,19,0,0,0,Dropout
1,1,1,112,1,19,3,5,107.8,1,0,0,1,0,0,19,0,10.33333333,14.42857143,Enrolled
1,1,1,138,38,1,9,4,127.5,1,0,0,1,0,0,19,0,12.94,13.76,Enrolled
1,1,1,135,1,37,7,7,120.5,1,0,0,1,0,0,19,0,13.25857143,13.25857143,Graduate
1,1,1,118,1,2,10,10,117.3,1,0,0,1,0,0,19,0,12.25,12,Enrolled
1,1,1,123,38,37,9,7,120.6,1,0,0,0,0,0,19,0,11.66666667,10,Dropout
1,1,1,126,38,37,9,7,118.7,1,0,0,1,0,1,21,0,13.57142857,12.5,Graduate
1,1,1,150,1,37,9,7,130.8,0,0,0,1,0,1,20,1,11.8,11.83333333,Graduate
1,1,1,121,19,19,3,9,112.6,1,0,0,1,0,1,20,0,14.2,13.28571429,Graduate
1,0,19,133.1,37,37,9,9,117.2,0,0,0,1,0,0,41,0,11,11.8,Graduate
4,1,40,130,37,37,3,3,130,1,0,0,1,0,0,32,0,13.625,12.6375,Enrolled
1,1,1,139,38,1,9,5,131.8,1,0,0,1,0,0,18,0,14.65285714,14.65285714,Graduate
